original_title,runtime,year_release,revenue_final_adjusted
Being Charlie,97.0,2015,37580
45 Years,95.0,2015,5254506
Synchronicity,101.0,2015,5569
狼图腾,116.0,2015,152307660
"McFarland, USA",128.0,2015,56507096
Tracers,94.0,2015,733915
Victoria,138.0,2015,3945970
The Second Best Exotic Marigold Hotel,122.0,2015,106286938
Demonic,83.0,2015,4187033
The SpongeBob Movie: Sponge Out of Water,93.0,2015,385194737
Every Thing Will Be Fine,118.0,2015,9931
Crimson Peak,119.0,2015,92319721
Hot Tub Time Machine 2,93.0,2015,15223458
Focus,105.0,2015,190330099
Alvin and the Chipmunks: The Road Chip,92.0,2015,288970261
Insurgent,119.0,2015,364975543
Knight of Cups,118.0,2015,699700
Гороскоп на удачу,95.0,2015,1191958
내부자들,180.0,2015,76644836
Strange Magic,99.0,2015,16816684
Italiano medio,90.0,2015,5614605
Ma ma,111.0,2015,1406087
Get Hard,100.0,2015,138222105
Child 44,137.0,2015,4109560
Fifty Shades of Grey,125.0,2015,705881797
Remember,94.0,2015,2455867
Star Wars: The Force Awakens,136.0,2015,2556752611
Mortdecai,106.0,2015,37603638
Unfriended,82.0,2015,77735282
Furious 7,137.0,2015,1862036067
ചാര്‍ലി,130.0,2015,7293621
Призрак,90.0,2015,4079483
Dil Dhadakne Do,170.0,2015,27196554
Lost River,95.0,2015,56162
"Hello, My Name Is Doris",95.0,2015,17857009
Avengers: Age of Ultron,141.0,2015,1737369945
Ant-Man,117.0,2015,641977108
Maryland,100.0,2015,49061
Fantastic Four,100.0,2015,207655087
Born to Be Blue,97.0,2015,1026211
А зори здесь тихие...,120.0,2015,6489128
Córki dancingu,92.0,2015,125669
Sunshine Superman,100.0,2015,108906
Он - дракон,110.0,2015,2195915
Home,94.0,2015,456000936
The Hateful Eight,167.0,2015,192551753
Paper Towns,109.0,2015,105710907
The Wedding Ringer,101.0,2015,98649173
The Boy Next Door,91.0,2015,64809211
The Gunman,115.0,2015,16867169
Unfinished Business,91.0,2015,17840016
Kingsman: The Secret Service,130.0,2015,512224299
Hardcore Henry,97.0,2015,17719532
Burnt,100.0,2015,45253513
El Abrazo de la Serpiente,125.0,2015,1631799
Pawn Sacrifice,115.0,2015,6896204
Saul fia,107.0,2015,2196793
Spotlight,128.0,2015,109214532
捉妖记,111.0,2015,476291804
Everest,121.0,2015,251478612
The Night Before,101.0,2015,64772299
High-Rise,119.0,2015,428311
刺客聶隱娘,105.0,2015,781952
Our Brand Is Crisis,108.0,2015,8656244
Frau Müller muss weg!,0.0,2015,11283335
뷰티 인사이드,127.0,2015,133612
The Nightmare,90.0,2015,34961
Knock Knock,99.0,2015,7839634
The Transporter Refueled,96.0,2015,89785309
Meru,89.0,2015,2885589
He Named Me Malala,87.0,2015,3267170
The Lady in the Van,104.0,2015,51163750
Beasts of No Nation,137.0,2015,11221916
Steve Jobs: The Man in the Machine,129.0,2015,611311
The Danish Girl,120.0,2015,79354012
Legend,131.0,2015,53123517
Fack ju Göhte 2,115.0,2015,102639704
Pay the Ghost,94.0,2015,2670575
Krampus,98.0,2015,76086945
The Last Witch Hunter,106.0,2015,181644443
The Hunger Games: Mockingjay - Part 2,137.0,2015,807772618
Peace Officer,109.0,2015,32922
Er ist wieder da,116.0,2015,31540279
Max,111.0,2015,54352630
The Invitation,100.0,2015,286474
Pixels,105.0,2015,301185887
Chappie,120.0,2015,129059456
A Bigger Splash,120.0,2015,2450786
"Mune, le gardien de la lune",86.0,2015,19446358
Bridge of Spies,141.0,2015,204565499
El Clan,110.0,2015,25196365
War Room,120.0,2015,83802620
Beyond the Mask,103.0,2015,1528068
Ashby,102.0,2015,5724
The Little Prince,92.0,2015,120618266
By the Sea,122.0,2015,4608265
Freeheld,103.0,2015,708760
Mr. Holmes,103.0,2015,36289108
Hotel Transylvania 2,89.0,2015,585006498
El Club,97.0,2015,65223
Gabbar Is Back,128.0,2015,50684488
Little Boy,106.0,2015,8017990
Self/less,116.0,2015,37733026
The Program,103.0,2015,4062730
Dheepan,115.0,2015,307063
We Are Your Friends,96.0,2015,13749205
Papanasam,181.0,2015,17306898
베테랑,124.0,2015,1484223
海街diary,128.0,2015,428327
Vacation,99.0,2015,129040468
The Vatican Tapes,91.0,2015,2206336
Anomalisa,90.0,2015,6996049
Manglehorn,97.0,2015,176902
After the Ball,101.0,2015,200043
Sicario,121.0,2015,103873305
Southpaw,123.0,2015,113372334
Baahubali: The Beginning,159.0,2015,123620704
Irrational Man,95.0,2015,33861050
The Revenant,156.0,2015,658837165
極道大戦争,115.0,2015,15769
Bajrangi Bhaijaan,163.0,2015,121148290
Mustang,97.0,2015,309051
Amy,128.0,2015,10400387
Dark Places,113.0,2015,257857
Trois souvenirs de ma jeunesse,123.0,2015,332717
The Gallows,87.0,2015,52742044
Magic Mike XXL,115.0,2015,151451503
ドラゴンボールZ 復活の「F」,93.0,2015,76358271
बॉम्बे वेलवेट,151.0,2015,1854310
The Man from U.N.C.L.E.,116.0,2015,133689745
The Walk,123.0,2015,75633547
Mission: Impossible - Rogue Nation,131.0,2015,843501323
Microbe et Gasoil,103.0,2015,78872
The Blackcoat's Daughter,93.0,2015,24699
The Intern,121.0,2015,240522217
Room,117.0,2015,43763902
Ted 2,115.0,2015,268284851
あん,113.0,2015,153930
Suffragette,106.0,2015,19782304
Scouts Guide to the Zombie Apocalypse,93.0,2015,18370983
Equals,101.0,2015,2577031
Absolutely Anything,85.0,2015,8900738
Minions,91.0,2015,1429958962
Victor Frankenstein,109.0,2015,42312026
The Good Dinosaur,93.0,2015,410329440
Joy,124.0,2015,125022636
Black Mass,122.0,2015,122184073
Love,134.0,2015,307918
Spectre,148.0,2015,1088696154
Tangerine,87.0,2015,868254
Cop Car,86.0,2015,166334
Straight Outta Compton,147.0,2015,249262596
No Escape,103.0,2015,67272992
American Ultra,96.0,2015,33550070
Sinister 2,97.0,2015,65373123
Secret in Their Eyes,111.0,2015,43087984
The Visit,94.0,2015,121704660
Steve Jobs,122.0,2015,42577285
Macbeth,113.0,2015,15578317
The Gift,108.0,2015,72909826
Elser,114.0,2015,182111
La Tête haute,119.0,2015,32319
True Story,100.0,2015,5834520
Goosebumps,103.0,2015,195521952
Terminator Genisys,126.0,2015,544677195
Sisters,118.0,2015,129815403
Daddy's Home,96.0,2015,300133932
Blackhat,133.0,2015,21946309
Piku,123.0,2015,27393378
Батальонъ,120.0,2015,9330596
Extraction,83.0,2015,20737
Pitch Perfect 2,115.0,2015,355417182
Kôkaku Kidôtai,100.0,2015,125107
Tumbledown,105.0,2015,166920
ലോഹം,129.0,2015,2782142
Ricki and the Flash,100.0,2015,51086661
The Big Short,130.0,2015,164843889
Truth,121.0,2015,3141886
西游记之大圣归来,89.0,2015,185431056
Bølgen,104.0,2015,16039963
Carol,118.0,2015,49784696
Truman,108.0,2015,11159982
Strangerland,111.0,2015,21599
പ്രേമം,165.0,2015,13598277
The Lobster,118.0,2015,19354296
कट्यार काळजात घुसली,162.0,2015,5439310
Maggie,95.0,2015,231309
Hot Pursuit,87.0,2015,63887428
Love & Mercy,120.0,2015,35407165
Bajirao Mastani,150.0,2015,69227594
Jupiter Ascending,124.0,2015,227446919
Ч/Б,92.0,2015,443291
Monkey Kingdom,81.0,2015,20596540
The Age of Adaline,112.0,2015,81173404
Danny Collins,107.0,2015,13395232
Grandma,78.0,2015,8761558
In the Heart of the Sea,122.0,2015,115981881
Requiem for the American Dream,73.0,2015,55252
Орлеан,106.0,2015,373334
Jurassic World,124.0,2015,1871034975
A Royal Night Out,97.0,2015,282023
90 Minutes in Heaven,121.0,2015,5986578
It Follows,100.0,2015,18140196
Stonewall,129.0,2015,232003
Mon roi,130.0,2015,348610
Под электрическими облаками,137.0,2015,99577
En man som heter Ove,116.0,2015,4168109
San Andreas,114.0,2015,581624080
Regression,106.0,2015,21845139
Demain,118.0,2015,53739
Far from the Madding Crowd,119.0,2015,37370510
Maze Runner: The Scorch Trials,132.0,2015,384778004
Hell & Back,86.0,2015,195033
Captive,97.0,2015,3463243
Woodlawn,123.0,2015,17794084
Dilwale,158.0,2015,75408629
Hitman: Agent 47,96.0,2015,101328739
Slow West,84.0,2015,283207
Point Break,114.0,2015,165304012
The Letters,114.0,2015,1
Lost in the Sun,95.0,2015,30905
Youth,118.0,2015,2472414
Comoara,89.0,2015,41422
The Dressmaker,118.0,2015,22672037
Momentum,96.0,2015,164825
Aferim!,108.0,2015,129921
Louder Than Bombs,109.0,2015,200004
天將雄師,127.0,2015,150255654
Heist,93.0,2015,5068448
Inside Out,94.0,2015,1060184973
The Martian,141.0,2015,779010566
Entourage,104.0,2015,60899767
Creed,133.0,2015,214565466
Paranormal Activity: The Ghost Dimension,88.0,2015,96543508
Jem and the Holograms,119.0,2015,2884916
बदलापुर,128.0,2015,14191656
The 33,120.0,2015,30784921
Solace,101.0,2015,27922039
Freaks of Nature,92.0,2015,87718
バケモノの子,119.0,2015,606536
The Wolfpack,89.0,2015,1609165
A Perfect Day,106.0,2015,2104559
La Loi du marché,93.0,2015,131653
Concussion,123.0,2015,62260071
The Perfect Guy,100.0,2015,74510120
Spooks: The Greater Good,104.0,2015,1821933
The Peanuts Movie,88.0,2015,304395108
Rock the Kasbah,100.0,2015,3734166
प्रेम रतन धन पायो,174.0,2015,82825871
Trumbo,124.0,2015,10180982
Lobo Guerreiro,90.0,2015,98896563
Marguerite,127.0,2015,614794
Barely Lethal,96.0,2015,7509
Aloha,105.0,2015,32450459
Love the Coopers,107.0,2015,52448447
Trainwreck,125.0,2015,174052750
Spy,120.0,2015,291332239
Almost Christmas,111.0,2016,52460897
The Secret Scripture,108.0,2016,188620
24,164.0,2016,18521134
La Folle histoire de Max et Léon,98.0,2016,9754464
El hombre de las mil caras,123.0,2016,2947486
Иван Царевич и Серый Волк 3,76.0,2016,11617690
Collateral Beauty,97.0,2016,107936259
A United Kingdom,111.0,2016,17063075
この世界の片隅に,128.0,2016,23712723
Bad Santa 2,87.0,2016,21956407
Incarnate,91.0,2016,7830556
Shut In,91.0,2016,16152986
La La Land,128.0,2016,549998302
فروشنده,125.0,2016,2965933
Allied,124.0,2016,147576428
Inferno,121.0,2016,271669556
Keeping Up with the Joneses,105.0,2016,36941940
Ouija: Origin of Evil,99.0,2016,100885541
Trolls,92.0,2016,428288224
Una,94.0,2016,28738
遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,120.0,2016,1253682
Closet Monster,90.0,2016,41934
Max Steel,92.0,2016,7744801
Denial,109.0,2016,5029709
Jack Reacher: Never Go Back,118.0,2016,200208619
Frank & Lola,88.0,2016,11344
In a Valley of Violence,104.0,2016,66240
Manchester by the Sea,135.0,2016,92638967
Paris Can Wait,92.0,2016,8272773
Lion,118.0,2016,173237745
Mei Gong He Xing Dong,140.0,2016,213610418
The Autopsy of Jane Doe,86.0,2016,7375044
Supersonic,117.0,2016,279404
聲の形,130.0,2016,24209119
Split,117.0,2016,341927305
Moana,107.0,2016,793981858
Sing,108.0,2016,780905014
Dear Zindagi,149.0,2016,4168953
Dans les forêts de Sibérie,105.0,2016,1842881
Alone in Berlin,103.0,2016,40900
Assassin's Creed,115.0,2016,297199825
Captain America: Civil War,147.0,2016,1424033849
दंगल,161.0,2016,382770114
Collide,98.0,2016,5940993
Patriots Day,133.0,2016,62413941
Gold,120.0,2016,8923529
Ballerina,89.0,2016,2903322
Monster Trucks,105.0,2016,79633365
Петербург. Только по любви,111.0,2016,300042
A Street Cat Named Bob,103.0,2016,102116
Deadpool,108.0,2016,966942723
When the Bough Breaks,97.0,2016,37855207
Resident Evil: The Final Chapter,107.0,2016,385539179
Frantz,113.0,2016,1087158
ワンピース　フィルム GOLD,120.0,2016,81748673
I'm Not Ashamed,112.0,2016,2469484
Kongens nei,133.0,2016,11236154
Warcraft,123.0,2016,535479564
Grave,99.0,2016,5062443
Why Him?,111.0,2016,145741910
Doctor Strange,115.0,2016,836807572
Ben-Hur,125.0,2016,116141479
Gary Gulman: It's About Time,53.0,2016,617
Jackie,100.0,2016,17237489
Office Christmas Party,105.0,2016,141379597
Rogue One: A Star Wars Story,133.0,2016,1303958590
Live by Night,129.0,2016,28002171
Moka,89.0,2016,156149
Underworld: Blood Wars,91.0,2016,100129344
Miss Sloane,132.0,2016,4322345
Rules Don't Apply,127.0,2016,4797396
Demain tout commence,118.0,2016,1787585
ആനന്ദം,134.0,2016,2839907
ആക്ഷൻ ഹീറോ ബിജു,144.0,2016,3086855
Jimmy Vestvood: Amerikan Hero,84.0,2016,284075
The Lost City of Z,140.0,2016,10587099
Hidden Figures,127.0,2016,284853556
Personal Shopper,105.0,2016,1611579
Fences,139.0,2016,79535630
Суперплохие,75.0,2016,324737
Bleed for This,116.0,2016,7623905
20th Century Women,119.0,2016,7181521
The Great Wall,103.0,2016,409881480
The Founder,115.0,2016,29590330
La mort de Louis XIV,105.0,2016,21428
Gantz:O,95.0,2016,2764094
X-Men: Apocalypse,144.0,2016,671619292
Passengers,116.0,2016,374304908
Rock Dog,90.0,2016,11631946
13 Hours: The Secret Soldiers of Benghazi,144.0,2016,85705154
Дуэлянт,110.0,2016,7534279
Don't Think Twice,90.0,2016,5454680
Nine Lives,87.0,2016,71385941
Money Monster,98.0,2016,115179977
The Man Who Knew Infinity,108.0,2016,14165524
Fan,142.0,2016,36118183
Too Late,108.0,2016,8643
L'avenir,102.0,2016,348669
விசாரணை,118.0,2016,1975587
Neighbors 2: Sorority Rising,91.0,2016,134288746
The Huntsman: Winter's War,114.0,2016,203241253
Paterson,118.0,2016,2658076
Barbershop: The Next Cut,112.0,2016,67947931
Midnight Special,112.0,2016,7670567
Everybody Wants Some!!,116.0,2016,4198467
День выборов 2,105.0,2016,5327527
Love & Friendship,94.0,2016,17306849
White Girl,88.0,2016,247247
Keanu,94.0,2016,25394113
I Saw the Light,123.0,2016,2033358
இறுதிச்சுற்று,112.0,2016,2592958
My Big Fat Greek Wedding 2,94.0,2016,109797299
Florence Foster Jenkins,110.0,2016,60382544
Miracles from Heaven,117.0,2016,91226908
Mr. Right,95.0,2016,42838
Sing Street,106.0,2016,16822773
The Choice,111.0,2016,23127823
Our Kind of Traitor,108.0,2016,12261108
Finding Dory,97.0,2016,1270019989
검사외전,126.0,2016,61
Swiss Army Man,97.0,2016,5198825
"I, Daniel Blake",100.0,2016,321470
Café Society,96.0,2016,54036332
Now You See Me 2,129.0,2016,413516848
The Meddler,100.0,2016,5268914
Neruda,108.0,2016,1159547
Toni Erdmann,162.0,2016,1716504
Captain Fantastic,119.0,2016,7259958
The BFG,120.0,2016,226384554
Alice Through the Looking Glass,113.0,2016,369644907
아가씨,145.0,2016,2448745
The Shallows,86.0,2016,147058744
Экипаж,138.0,2016,33715343
A Hologram for the King,97.0,2016,5201344
The Nice Guys,116.0,2016,77527268
Term Life,93.0,2016,26245
Ratchet & Clank,94.0,2016,10892068
Snowden,134.0,2016,46030500
Mother's Day,118.0,2016,59783950
Precious Cargo,99.0,2016,124287
The Angry Birds Movie,97.0,2016,431887598
Free State of Jones,139.0,2016,30912946
Bastille Day,92.0,2016,17777317
The Boss,91.0,2016,97095513
Elvis & Nixon,87.0,2016,1303007
The Neon Demon,117.0,2016,1646064
美人鱼,93.0,2016,683812916
Desde allá,93.0,2016,37250
Pride and Prejudice and Zombies,108.0,2016,20218075
Krisha,81.0,2016,173825
Kung Fu Panda 3,95.0,2016,643511665
Nocturnal Animals,116.0,2016,36119889
Fifty Shades of Black,92.0,2016,26133072
How to Be Single,110.0,2016,138715288
Zoolander 2,100.0,2016,69107292
The 5th Wave,112.0,2016,135706046
"Hail, Caesar!",106.0,2016,78588453
Allegiant,121.0,2016,221323690
Fantastic Beasts and Where to Find Them,133.0,2016,999329215
Silence,161.0,2016,29309723
The Secret Life of Pets,87.0,2016,1080964950
Criminal,113.0,2016,18161449
Suicide Squad,123.0,2016,920623928
Independence Day: Resurgence,120.0,2016,481156770
Star Trek Beyond,122.0,2016,424099181
Demolition,101.0,2016,2443051
Man Down,92.0,2016,561210
Green Room,95.0,2016,3976328
3 Generations,87.0,2016,548178
The Witch,92.0,2016,49913154
Colonia,120.0,2016,4471058
Batman v Superman: Dawn of Justice,151.0,2016,1078251303
The Jungle Book,106.0,2016,1193440914
Jane Got a Gun,98.0,2016,1725285
Before I Wake,97.0,2016,4069246
The Forest,95.0,2016,49458145
Norm of the North,86.0,2016,21067789
Grimsby,83.0,2016,31094427
The Young Messiah,120.0,2016,8013972
Whiskey Tango Foxtrot,112.0,2016,28501969
Zootopia,108.0,2016,1264109655
London Has Fallen,99.0,2016,254053719
10 Cloverfield Lane,103.0,2016,133705824
Race,134.0,2016,30626707
नीरजा,122.0,2016,3678289
Gods of Egypt,127.0,2016,186052037
Triple 9,115.0,2016,15606274
Miles Ahead,100.0,2016,4272783
Me Before You,110.0,2016,256758581
The Birth of a Nation,120.0,2016,19584946
The Finest Hours,114.0,2016,64328950
Dirty Grandpa,102.0,2016,116155947
The Other Side of the Door,96.0,2016,17696903
The Eagle Huntress,87.0,2016,3904444
Holy Hell,100.0,2016,20873
Risen,107.0,2016,56884044
The Boy,97.0,2016,79256092
Exposed,102.0,2016,2207627
Airlift,126.0,2016,39511753
Eddie the Eagle,106.0,2016,56986334
Maggie's Plan,98.0,2016,4138528
Ride Along 2,102.0,2016,154129567
Wazir,102.0,2016,11359629
Bacalaureat,127.0,2016,424278
The Family Fang,105.0,2016,324639
The Adderall Diaries,105.0,2016,16287
Don't Breathe,88.0,2016,193979059
Hillary's America: The Secret History of the Democratic Party,107.0,2016,16051649
Robinson Crusoe,90.0,2016,4127369
The Edge of Seventeen,104.0,2016,23217659
Anthropoid,120.0,2016,5679814
Elle,130.0,2016,2891191
부산행,118.0,2016,2629714
キングスグレイブ ファイナルファンタジーXV,115.0,2016,333355
Unfriend,92.0,2016,2963381
Mechanic: Resurrection,99.0,2016,155243699
The Magnificent Seven,132.0,2016,200473545
Skiptrace,107.0,2016,72232424
Moonlight,111.0,2016,80315896
大鱼·海棠,100.0,2016,104400239
Flaskepost fra P,112.0,2016,7284979
Masterminds,94.0,2016,36054475
Viral,86.0,2016,681281
#Pellichoopulu,124.0,2016,6791082
Hell or High Water,102.0,2016,46413093
Batman: The Killing Joke,72.0,2016,4661152
Mike and Dave Need Wedding Dates,98.0,2016,95159423
Ice Age: Collision Course,100.0,2016,504489822
Lights Out,81.0,2016,183814648
Pete's Dragon,102.0,2016,177426712
The Duel,110.0,2016,5556
Goat,102.0,2016,28423
Absolutely Fabulous: The Movie,91.0,2016,46816453
Bad Moms,100.0,2016,227113651
La tortue rouge,80.0,2016,1138400
Nerve,96.0,2016,105251281
Sully,96.0,2016,294449037
Ma loute,122.0,2016,138885
Sultan,170.0,2016,125943715
The Infiltrator,127.0,2016,19060479
War Dogs,114.0,2016,106477413
Cien años de perdón,96.0,2016,14963423
Satanic,84.0,2016,311
The Purge: Election Year,105.0,2016,146425472
Kubo and the Two Strings,102.0,2016,86344967
The Light Between Oceans,133.0,2016,32049110
The Bronze,108.0,2016,760374
Hacksaw Ridge,140.0,2016,216453232
Other People,97.0,2016,114831
Billy Lynn's Long Halftime Walk,113.0,2016,38191794
Blair Witch,90.0,2016,55777006
The Hollars,105.0,2016,1255714
Loving,123.0,2016,11108732
Equity,100.0,2016,1982333
31,102.0,2016,962876
A Monster Calls,108.0,2016,57604146
Arrival,113.0,2016,251131997
Storks,87.0,2016,225191409
鐵道飛虎,124.0,2016,126197053
使徒行者,108.0,2016,109470591
Ma vie de courgette,66.0,2016,360889
무수단,87.0,2016,617
Mal de pierres,120.0,2016,58956
Bridget Jones's Baby,123.0,2016,261706619
Aquarius,140.0,2016,353049
മഹേഷിന്‍റെ പ്രതികാരം,121.0,2016,283990
Morgan,92.0,2016,10878809
Queen of Katwe,124.0,2016,12800772
Deepwater Horizon,107.0,2016,150379725
Miss Peregrine's Home for Peculiar Children,127.0,2016,366083459
The Girl on the Train,112.0,2016,213839906
Middle School: The Worst Years of My Life,92.0,2016,24676566
The Accountant,128.0,2016,191582671
Certain Women,107.0,2016,1395834
High Strung,96.0,2016,65993
கபாலி,150.0,2016,91370930
Mohenjo Daro,155.0,2016,19978130
A Quiet Passion,125.0,2016,2301888
American Honey,162.0,2016,2162441
Imperium,109.0,2016,43215
シン・ゴジラ,120.0,2016,95075157
君の名は。,106.0,2016,438701804
God's Not Dead 2,121.0,2016,29025787
The Legend of Tarzan,109.0,2016,440485749
Sausage Party,83.0,2016,173734813
Pelé: Birth of a Legend,107.0,2016,33723
Te3n,136.0,2016,5948546
Ghostbusters,116.0,2016,282938123
रमन राघव २.०,127.0,2016,1251937
Complete Unknown,90.0,2016,231075
उड़ता पंजाब,149.0,2016,18397660
